標題,日期,sentiments
[新聞] 英特爾 Q3 財報不妙，想靠台積電扳回一城,2020/10/23,0.39929310720197086
[新聞] 賺翻了！台積電一上市就買進 10萬變1897,2020/10/24,0.007320089947319031
[新聞] Intel成為台積電7奈米處理器客戶：最快今,2020/10/24,0.06145576929506025
[新聞] 英特爾若全委外 台積電估奪75％市占年進帳百億美元,2020/10/26,0.0635991024651883
[新聞] 台積走疲 聯電傳金力撐 台股萬三再等等,2020/10/26,0.09236488448367464
[新聞] 比台積電還賺！這2檔股票買來放著不管年,2020/10/27,0.09277692029834006
[新聞] 盤中零股 小資族最愛十大 台積電再奪冠,2020/10/27,0.6883691818432687
[新聞] 第3季發明專利申請 台積電連6季居榜首,2020/10/27,0.9448807846663748
[新聞] 英特爾將在明年初決定是否委外代工？台積,2020/10/28,0.3742484644175329
[新聞] 台積電需求強勁　日商湧入台灣舊石化廠，還將改變高速公路,2020/10/28,0.0004926426808193884
[新聞] 散戶搶台積電太早了？專家：出現4大烏雲,2020/10/28,0.8985526307215729
[新聞] 傻子才買台積電？她曝「零股必買3支」…,2020/10/28,0.08732621573343669
[新聞] 台積電赴美傳八字有一撇　廠長人選出爐,2020/10/30,0.8518114792920983
[新聞] 台積電大舉採用智慧不斷電系統，協力商,2020/10/30,0.6891199887228653
[新聞] 台積電股價今年飆32％！但魏哲家坦言：這,2020/10/30,0.7582692645039382
[新聞] 「一個人的武林」如何解? 台積電給台灣一,2020/11/02,0.277037699310833
[新聞] 台積、聯電 瑞信喊加碼,2020/11/04,0.7024478878586148
[新聞] 台積電供應鏈鹹魚大翻身 洗衣也能年營收,2020/11/04,0.05830035967557656
[新聞] 拜登若成美國總統 台積電鴻海經營風險降低,2020/11/06,0.6214490567981268
[新聞] 陸龍頭廠2大客戶倒戈 台積28奈米爽撿槍,2020/11/09,0.03327390760863258
[新聞] 儲能市場規模成長逾 100 倍！台積電：十,2020/11/09,0.057363084341496395
"[新聞] 台積電10月營收1,193.03億 月減6.5%",2020/11/10,0.04351185657053325
[新聞] 本公司董事會決議股利分派(台積電),2020/11/10,0.046937440550772425
[新聞] 台積電美國投資定案 亞利桑那州子公司資,2020/11/10,0.90138616826769
[新聞] 台積電新高點 瑞銀喊出625,2020/11/11,0.7361985663637521
[新聞] 台積電美國亞利桑那州新廠資本額35億元美,2020/11/11,0.9965918789511805
[新聞] 新款MacBook問市 台積電、廣達、新日興,2020/11/11,0.10306046537676106
[新聞] 瑞銀喊台積625元,2020/11/12,0.276978194831203
[新聞] 張錫：台積電上看700元 台股2022年衝2萬,2020/11/12,0.36986121449807075
[新聞] 應材樂觀看待本季展望 台積電是上年度最,2020/11/13,0.9755043481987433
[新聞] 蘋果在美國境內生產晶片、台積電扮要角、,2020/11/13,0.5600121425085718
[新聞] 台積電傳明年結構調薪20% 將創最大調幅,2020/11/13,0.5163334097606634
[新聞] 台積電今明年EUV交貨30台起跳　穩坐ASML,2020/11/13,0.7933164467357094
[新聞] 台積電股價何時破歷史最高點466.5？謝金河,2020/11/14,0.3188522981310826
[新聞] 台積電零股股東三周增近4萬人 人均持有16,2020/11/14,0.06599568070402129
[新聞] 盤中零股交易上路　台積電股東激增逾4萬,2020/11/15,0.010343459411806255
[新聞] 貸款200萬元！北醫男只買台積電「6個月賺,2020/11/15,0.22229848888224857
[新聞] 台積湧急單 產能大爆滿,2020/11/16,0.1887409189740905
[新聞] 全面加薪二成？ 台積電：是將分紅轉列薪資啦,2020/11/16,0.04066014524048778
[新聞] 台積電宣布結構性調薪2成 員工透露魔鬼,2020/11/16,0.1677908799067097
[新聞] 台積電創天價存股族心癢了嗎? 證券老鳥曝,2020/11/16,0.005362085797202765
[新聞] 台積電要500該怎麼買 專家：買是可以但要,2020/11/16,0.12961733662826647
[新聞] 台積電一舉站上500元 台股漲逾220點朝138,2020/11/17,0.0047524429422720615
[新聞] 台積電2nm製程重大突破！2023年成真,2020/11/17,0.8972644426147813
[新聞] 台積電早盤開高走低 500元曇花一現,2020/11/17,0.21513187357048547
[新聞] 台積電創新高沒收上500元不妙？ 分析師,2020/11/17,0.8493391034727218
[新聞] 曾狂言併台積電變落魄國家隊！中國紫光13,2020/11/18,0.4073794574347456
[新聞] 台積創天價 54萬股東賺好賺滿,2020/11/18,0.17014949359670917
[新聞] 台積電市值超越南韓三星，韓媒直指股價被,2020/11/18,0.36855426736767916
[新聞] 追台積不如買三星?券商估股價短線漲2成,2020/11/19,0.009342035573133178
[新聞] 美鳳凰城批准開發協議 台積電5奈米廠將獲,2020/11/19,0.7216469177883289
[新聞] 【台積電落腳鳳凰城】台積電獲2.05億美元,2020/11/19,0.7983067928456814
[新聞] 1支iPhone 12 Pro賣4.4萬 台積電究竟賺多,2020/11/19,0.4510313350486139
[新聞] 台積電首度發行綠債 總額新台幣120億元,2020/11/23,0.4110991652103614
[新聞] 胖手指仙人指路?台積電期貨閃崩超過9%!,2020/11/24,0.34885224873835574
[新聞] 驚！台積電期貨閃崩9％ 有人一秒慘賠40萬,2020/11/24,0.22158586385667745
[新聞] 全球半導體排名 台積電位居第三,2020/11/25,0.0031602936796940595
[新聞] 台積電3奈米南科新廠上樑 在南科已投資2.,2020/11/25,0.8154019887636919
[新聞] 買台積電藏風險？專家曝「沒達1指標」後,2020/11/26,0.004075734616588389
[新聞] 三星放話超車台積電 3 奈米，成功機會渺,2020/11/27,0.041707553715119916
[新聞] 獨家 | 台積電再爆「叛將」跳槽中國泉芯,2020/11/28,0.021179471337665956
[新聞] 台股拚萬四 台積大立光扮要角,2020/11/29,0.0838664637167994
[新聞] 台股穩穩發!摩根士丹利升台積電目標價558,2020/11/30,0.0006046702260541492
[新聞] 大摩：押注5G成長的10支股票 蘋果、台積,2020/12/01,0.9692860863184242
[新聞] SK電訊自研AI晶元SAPEON X220將由台積電,2020/12/02,0.3485346497107725
[新聞] EUV設備搶輸台積 三星跳腳,2020/12/02,0.018317980445128335
[新聞] 台積電為2奈米GAA加裝雙保險　新增2.5奈,2020/12/02,0.007941691896182101
[新聞] 台積電快上500元 台股「萬四」近關情怯,2020/12/02,0.4707726729937648
[新聞] 強碰台積  三星奪高通5G旗艦晶片單,2020/12/03,0.8393712408885893
[新聞] 台積電翻黑聯電接棒領軍 指數攻破14000再,2020/12/03,0.9073792398808815
[新聞] 台積＋聯電 台股雙靠山,2020/12/04,0.2874111875664498
[新聞] 七外資喊「六」字頭！花旗提高台積電目,2020/12/04,0.1037594937329489
[新聞] 英特爾求才網站透漏，台積電可能將代工 A,2020/12/04,0.09926206697242146
[新聞] 三星搶設備、搶單 搶得過台積電嗎？,2020/12/04,0.046125021078864514
[新聞] 台積站穩500元 外資齊呼衝600元,2020/12/05,0.03771164015113826
[新聞] 台積電驚天肥單來了 美企求才網站竟洩密,2020/12/05,0.3466529649670239
[新聞] 《蘋果》獨家　台積叛將設據點　狂挖20人赴中,2020/12/06,0.6363195471314423
[新聞] 台積電5奈米產能 明年大成長,2020/12/07,0.7788608823801718
[新聞] 台積電創新天價519元 指數翻紅漲逾40點,2020/12/08,0.00917066619283391
[新聞] 台積市值 躍全球第九大,2020/12/09,0.1660245218292279
[新聞] 台積電衝破525元還能買？謝金河：長期持,2020/12/09,0.22520540096496333
[請益] 新科韭菜想請問 0056 VS0050 VS 台積電,2020/12/09,0.468937607284731
[新聞] 肯定7奈米領先全球 台積電獲2021年創新獎,2020/12/09,0.5806898235675036
[新聞] 中科環差過關 台積利多,2020/12/10,0.2987437866166953
[新聞] 台積公司2020年11月營收報告,2020/12/10,0.038932413285896916
[新聞] 台積電 11 月營收重回成長軌道，較 10,2020/12/10,0.0010455849970664177
[新聞] 傳蘋果與台積電合作開發Apple Car自駕車,2020/12/10,0.18259103913853836
[新聞] 地牛翻身！台積電：北部廠緊急疏散「系,2020/12/10,0.7419525977681245
[新聞] 蘋果首波砍單到！外資示警台積,2020/12/11,0.6521172818901544
[新聞] 〈台股盤後〉金融股接棒 台積電買盤承接 指數大洗三溫暖,2020/12/11,0.009998220314816897
[新聞] 台積電非獨舞!謝金河:原物料蠢動 貨櫃航,2020/12/13,0.5350410095648674
[新聞] 郭明錤：季節性影響 台積電明年首季5奈,2020/12/13,0.9857285695428541
[新聞] 台積電3倍薪資挖角人才　台灣即將進入量,2020/12/14,0.05595384951497584
[新聞] 劉德音：台積電沒有看到砍單 不擔心明年營運,2020/12/15,0.020397709743580905
[新聞] 蔣尚義傳回鍋中芯! 被叫台積電叛將壓力大,2020/12/15,0.5201936406616253
[新聞] 晶圓代工明年仍吃緊 台積電12吋接單變相,2020/12/15,0.8316718416357575
[新聞] 重磅！台積電傳奇回歸中芯國際,2020/12/16,0.05819357613930898
[新聞] 外資棄息落跑 台積電散戶要逃？專家1句,2020/12/16,0.769681081224756
[新聞] 台積電2叛將內訌！不爽蔣尚義升副董　梁,2020/12/16,0.04608815668802724
[新聞] 台積電2奈米量產廠環評 仍須補件再審,2020/12/16,0.004053143375914781
[新聞] 中芯人事大地震！台積電叛將起內鬨　蔣尚,2020/12/17,0.8446334067862455
[新聞] 台積電股民人人有「年終獎金」 60億股息,2020/12/18,0.5860691369692961
[新聞] 台股萬四恐慌！謝金河：我給你5個字 台積,2020/12/18,0.06663144173455193
[新聞] 全球晶片超缺！8 吋晶圓廠投資不足，傳台積電瀕極限,2020/12/18,0.007181466594116448
[新聞] 台積電7奈米助攻AMD 微軟投以愛慕眼光,2020/12/19,0.1707149358337806
[新聞] 財產All in台積電！新竹31歲工程師抱15張,2020/12/20,0.8052091628577144
[新聞] 優先供應台積電！美商英特格宣布60億元,2020/12/21,0.5485265758045068
[新聞] 台積3奈米產能 蘋果先包了,2020/12/21,0.32103620839044666
[新聞] 台積電千億赴美設5奈米廠 投審會今無條,2020/12/22,0.045802326860083675
[新聞] 【台積電前進鳳凰城】經濟部批准台積電35,2020/12/23,0.018750123535347996
[新聞] 台積電是「寶」！日媒：日本仍未放棄、力邀赴日設廠,2020/12/23,0.8209161583496761
[新聞] 就買台積電2／台股就像打一場美式足球賽,2020/12/26,0.08325053787990477
[新聞] 今年必買3大科技股！美媒點名台積電,2020/12/27,0.8627653691525821
[新聞] 超前部署「埃米時代」，高雄爭取台積電,2020/12/28,0.6162800755363256
[新聞] 韓媒：三星市值今達逾13兆超越台積電 估5,2020/12/28,0.24287319770043525
[新聞] 台積電：不排除赴高雄投資 但不是馬上去,2020/12/29,0.4962225336286864
[新聞] 台積電衝5奈米 傳明年12吋晶圓每月超過9W,2020/12/29,0.10168744304079513
[新聞] 台積電攻上519元　指數飆14555點歷史新高,2020/12/30,0.4234185811712622
[新聞] 台積電站上525元改寫收盤新高價,2020/12/30,0.003193159274815671
[新聞] 封關日台積電股價創高 年初買1張賺19.9萬,2020/12/31,0.41042258219119876
